0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.1,2.1,2.1,6.5,6.5,6.5,6.5,7.96,7.96,8.10,8.10,8.09,8.09,8.10,8.10,6.77,6.77,7.88,7.88,7.88,7.97,7.97,7.97,6.80,6.80,6.80,5.45,5.45,5.45,5.12,5.12,5.12,5.12,6.19,6.19,7.08,7.08,6.54,6.54,6.54,5.99,5.99,5.99,7.92,7.92,8.10,8.10,8.10,7.30,7.30,7.30,7.15,7.15,6.72,6.72,6.87,6.87,7.75,7.75,7.47,7.47,7.84,7.84,7.84,8.10,8.10,8.10,8.10,8.10,7.47,7.47,7.25,7.25,8.10,8.10,7.91,7.91,7.91,7.94,7.94,8.10,8.10,7.52,7.52,7.52,7.13,7.13,7.13,8.10,8.10,8.10,8.10,8.10,7.00,7.00,7.00,7.06,7.06,5.77,5.77,5.77,5.22,5.22,5.22,5.22,5.22,5.22,6.53,6.53,6.53,6.45,6.45,6.45,7.92,7.92,7.92,6.86,6.86,6.86,7.00,7.00,7.00,7.08,7.08,7.08,7.16,6.16,6.16,3.6,3.6,3.6,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.35,0.35,0.35,0.6,0.6,0.75,0.75,0.82,0.82,0.9,0.9,0.82,0.82,0.82,0.82,0.74,0.74,0.70,0.70,0.70,0.67,0.67,0.58,0.58,0.41,0.41,0.2,0.2,0.1,0.1,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
