start,end
1747683346,1747683617
1747683346,1747683640
1747683346,1747683642
1747683346,1747683650
1747683346,1747683580
1747683346,1747683594
1747683346,1747683595
1747683346,1747683636
1747683346,1747683653
1747683344,1747683399
1747683346,1747683656
1747683344,1747683370
1747683344,1747683422
1747683344,1747683402
1747683344,1747683422
1747683344,1747683425
1747683344,1747683364
1747683344,1747683362
1747683344,1747683461
1747683344,1747683448
1747683344,1747683363
1747683344,1747683460
1747683345,1747683523
1747683346,1747683662
1747683345,1747683503
1747683345,1747683524
1747683346,1747683577
1747683345,1747683519
1747683345,1747683560
1747683345,1747683561
1747683345,1747683556
1747683344,1747683402
1747683345,1747683564
1747683345,1747683568
1747683346,1747683599
1747683344,1747683434
1747683347,1747683692
1747683347,1747683691
1747683347,1747683691
1747683347,1747683685
1747683344,1747683496
1747683345,1747683492
1747683344,1747683400
1747683345,1747683525
1747683345,1747683503
1747683346,1747683585
1747683346,1747683585
1747683346,1747683619
1747683346,1747683621
1747683346,1747683626
1747683346,1747683629
1747683346,1747683638
1747683346,1747683565
1747683344,1747683421
1747683346,1747683577
1747683346,1747683581
1747683346,1747683586
1747683346,1747683582
1747683346,1747683594
1747683346,1747683599
1747683346,1747683585
1747683346,1747683597
1747683344,1747683491
1747683345,1747683522
1747683344,1747683375
1747683345,1747683539
1747683345,1747683545
1747683345,1747683535
1747683345,1747683545
1747683345,1747683547
1747683345,1747683542
1747683345,1747683545
1747683345,1747683562
1747683345,1747683531
1747683345,1747683531
1747683344,1747683443
1747683345,1747683535
1747683345,1747683540
1747683344,1747683447
1747683344,1747683443
1747683344,1747683445
1747683344,1747683457
1747683344,1747683468
1747683344,1747683467
1747683344,1747683466
1747683345,1747683566
1747683344,1747683398
1747683346,1747683661
1747683346,1747683598
1747683347,1747683662
1747683347,1747683665
1747683345,1747683547
1747683347,1747683664
1747683345,1747683563
1747683345,1747683551
1747683347,1747683664
1747683347,1747683665
1747683344,1747683427
1747683347,1747683677
1747683345,1747683519
1747683347,1747683671
1747683347,1747683675
1747683347,1747683681
1747683344,1747683403
1747683347,1747683673
1747683347,1747683677
1747683347,1747683694
1747683344,1747683470
1747683344,1747683395
1747683344,1747683426
1747683344,1747683406
1747683347,1747683695
1747683347,1747683709
1747683347,1747683695
1747683347,1747683713
1747683347,1747683701
1747683347,1747683702
1747683347,1747683705
1747683347,1747683695
1747683347,1747683706
1747683344,1747683400
1747683347,1747683709
1747683347,1747683712
1747683347,1747683701
1747683347,1747683718
1747683347,1747683697
