192,192,192,192,192,192,192,192,192,192,192,420,420,460,460,510,510,574,574,638,638,702,702,712,712,712,752,752,774,774,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,2516,2516,1684,1684,2284,2284,2900,2900,1339,1339,1200,1200,1302,1302,1080,1080,1200,1200,1200,1200,1904,1904,2526,2526,2579,2579,2964,2964,2508,2508,1740,1740,2367,2367,2659,2659,2900,2900,2100,2100,2900,2900,2165,2165,1114,1114,2007,2007,3100,3100,2809,2809,2137,2137,1477,1477,1998,1998,2592,2592,2720,2720,2368,2368,2553,2553,2647,2647,2822,2822,2900,2900,2900,2300,2300,2500,2500,2347,2347,1479,1479,1200,1200,1300,1300,2396,2396,1703,1703,2478,2478,1200,1200,1200,1200,1330,1330,1799,1799,2368,2368,2900,2900,2621,2621,2251,2251,2900,2900,2747,2747,2747,2747,2747,2747,96,96,96,96,96,96,128,128,128,128,128,128,128,128
